id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
QH6B1Yb-G0tVJ6gxuqnHqA,holiday-inn-toronto-downtown-centre-toronto,Holiday Inn Toronto Downtown Centre,https://s3-media2.fl.yelpcdn.com/bphoto/cG2CxcF7K7H02oOiB-RCmA/o.jpg,False,https://www.yelp.com/biz/holiday-inn-toronto-downtown-centre-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,75,hotels,3.0,[],2.0,+14169776655,+1 416-977-6655,1887.884094645335,43.66171,-79.38105,30 Carlton Street,,,Toronto,M5B 2E9,CA,ON,"['30 Carlton Street', 'Toronto, ON M5B 2E9', 'Canada']"
IArnr62Nug-SgYEjSFn_DA,the-hazelton-hotel-toronto-2,The Hazelton Hotel,https://s3-media3.fl.yelpcdn.com/bphoto/8gAowqLi6wmyHic7WWzoFg/o.jpg,False,https://www.yelp.com/biz/the-hazelton-hotel-toronto-2?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,33,hotels,4.5,[],4.0,+14169636300,+1 416-963-6300,457.553286534001,43.6708347,-79.3937136,118 Yorkville Avenue,,,Toronto,M5R 1C2,CA,ON,"['118 Yorkville Avenue', 'Toronto, ON M5R 1C2', 'Canada']"
dc3uoAmNo5STqKV6mlD_aA,the-drake-hotel-toronto-2,The Drake Hotel,https://s3-media4.fl.yelpcdn.com/bphoto/F7wBwsfc52VBT8Fwkp26kw/o.jpg,False,https://www.yelp.com/biz/the-drake-hotel-toronto-2?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,423,venues,3.5,[],2.0,+14165315042,+1 416-531-5042,4110.637545670666,43.64328,-79.42459,1150 Queen Street W,,,Toronto,M6J 1J3,CA,ON,"['1150 Queen Street W', 'Toronto, ON M6J 1J3', 'Canada']"
aPlGRDxKaA6JkE5mY66g0w,the-westin-harbour-castle-toronto-4,The Westin Harbour Castle,https://s3-media2.fl.yelpcdn.com/bphoto/Tn6wQOegVGkJyHwA-qOdUw/o.jpg,False,https://www.yelp.com/biz/the-westin-harbour-castle-toronto-4?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,252,hotels,3.0,[],3.0,+14168691600,+1 416-869-1600,4035.56981317946,43.64119580752587,-79.3762036215047,1 Harbour Square,,,Toronto,M5J 1A6,CA,ON,"['1 Harbour Square', 'Toronto, ON M5J 1A6', 'Canada']"
2DYlgb0dpqm0wdZ6PepRHg,the-yorkville-royal-sonesta-hotel-toronto-3,The Yorkville Royal Sonesta Hotel,https://s3-media2.fl.yelpcdn.com/bphoto/ow8ryVzOLaDWz1TVmOH2lQ/o.jpg,False,https://www.yelp.com/biz/the-yorkville-royal-sonesta-hotel-toronto-3?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,7,hotels,3.0,[],,+14169605200,+1 416-960-5200,612.1738477925418,43.66871,-79.39636,220 Bloor St W,,,Toronto,M5S 1T8,CA,ON,"['220 Bloor St W', 'Toronto, ON M5S 1T8', 'Canada']"
KMGWYDa4Y3VAnCrHHzAHWQ,mcgill-inn-bed-and-breakfast-toronto,McGill Inn Bed & Breakfast,https://s3-media2.fl.yelpcdn.com/bphoto/NWgX_QbgWLW_uA79WV9K0g/o.jpg,False,https://www.yelp.com/biz/mcgill-inn-bed-and-breakfast-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,3,hotels,5.0,[],2.0,+14163511503,+1 416-351-1503,2103.563379012873,43.66102,-79.37831,110 McGill Street,,,Toronto,M5B 1H6,CA,ON,"['110 McGill Street', 'Toronto, ON M5B 1H6', 'Canada']"
avtIaGynSxenL8Y-OiCwzg,chelsea-hotel-toronto-5,Chelsea Hotel,https://s3-media3.fl.yelpcdn.com/bphoto/KCdsd4hEdLYYsRXoevmOOw/o.jpg,False,https://www.yelp.com/biz/chelsea-hotel-toronto-5?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,238,hotels,2.5,[],2.0,+14165951975,+1 416-595-1975,2072.5646454110024,43.658505521142025,-79.38309877655423,33 Gerrard Street W,,,Toronto,M5G 1Z4,CA,ON,"['33 Gerrard Street W', 'Toronto, ON M5G 1Z4', 'Canada']"
41eBaz8g5r8n1uO9KCIUCQ,filmores-hotel-toronto,Filmores Hotel,https://s3-media3.fl.yelpcdn.com/bphoto/wPOmm9VpE1rE34bqE_cOTg/o.jpg,False,https://www.yelp.com/biz/filmores-hotel-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,7,venues,3.0,[],1.0,+14169212191,+1 416-921-2191,2643.5786109312116,43.65773,-79.37337,212 Dundas St E,,,Toronto,M5A 1Z6,CA,ON,"['212 Dundas St E', 'Toronto, ON M5A 1Z6', 'Canada']"
tcDrRLu-vQwkRjb8V1IxmA,toronto-plaza-hotel-toronto,Toronto Plaza Hotel,https://s3-media1.fl.yelpcdn.com/bphoto/Rz67kIDEWGQdvD5n5a7jEw/o.jpg,False,https://www.yelp.com/biz/toronto-plaza-hotel-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,12,hotels,1.5,[],1.0,+14162498171,+1 416-249-8171,10726.219009038696,43.7191453,-79.5149322,1677 Wilson Ave,,,Toronto,M3L 1A5,CA,ON,"['1677 Wilson Ave', 'Toronto, ON M3L 1A5', 'Canada']"
6P3AQxNTpHNaLAd9BYSO2w,the-saint-james-hotel-an-ascend-hotel-collection-member-toronto,"The Saint James Hotel, an Ascend Hotel Collection Member",https://s3-media2.fl.yelpcdn.com/bphoto/gQ7tJzvyookMeEnh6KGxvQ/o.jpg,False,https://www.yelp.com/biz/the-saint-james-hotel-an-ascend-hotel-collection-member-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,19,bedbreakfast,4.5,[],2.0,+14166452200,+1 416-645-2200,2090.77844714366,43.6592812990485,-79.3811475858092,26 Gerrard Street East,,,Toronto,M5B 1G3,CA,ON,"['26 Gerrard Street East', 'Toronto, ON M5B 1G3', 'Canada']"
wuyI2MJDJLiuZCG8oEDJow,town-inn-suites-toronto,Town Inn Suites,https://s3-media3.fl.yelpcdn.com/bphoto/C4xqnhSuqiJGAGkC0SxDFg/o.jpg,False,https://www.yelp.com/biz/town-inn-suites-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,55,hotels,2.0,[],2.0,+14169643311,+1 416-964-3311,1284.1704363327192,43.669070359268,-79.3825715829228,620 Church St,,,Toronto,M4Y 2G2,CA,ON,"['620 Church St', 'Toronto, ON M4Y 2G2', 'Canada']"
s_bx5mxoEYYn1-y8oE4JyQ,the-omni-king-edward-hotel-toronto,The Omni King Edward Hotel,https://s3-media3.fl.yelpcdn.com/bphoto/YXgXXFnJpz2FAbtacNFMbA/o.jpg,False,https://www.yelp.com/biz/the-omni-king-edward-hotel-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,142,venues,4.0,[],3.0,+14168639700,+1 416-863-9700,3253.4505800242464,43.64926,-79.3759199,37 King Street E,,,Toronto,M5C 1E9,CA,ON,"['37 King Street E', 'Toronto, ON M5C 1E9', 'Canada']"
bLNbyxYP9WFZ2K-kt7tmTQ,victorias-mansion-guest-house-toronto,Victoria's Mansion Guest House,https://s3-media2.fl.yelpcdn.com/bphoto/1WKht23_r9ZKT30ps3CdZg/o.jpg,False,https://www.yelp.com/biz/victorias-mansion-guest-house-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,6,hotels,4.5,[],,+14169214625,+1 416-921-4625,1398.5078506293753,43.6674707,-79.3822234,68 Gloucester St,,,Toronto,M4Y 1L5,CA,ON,"['68 Gloucester St', 'Toronto, ON M4Y 1L5', 'Canada']"
e2r5_zNwNu4kVBnpFRv0AQ,fairmont-royal-york-toronto,Fairmont Royal York,https://s3-media3.fl.yelpcdn.com/bphoto/BZv-r62ILUQRgs60m8JALQ/o.jpg,False,https://www.yelp.com/biz/fairmont-royal-york-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,283,hotels,3.5,[],3.0,+14163682511,+1 416-368-2511,3377.590199468661,43.64603224088647,-79.38138934110184,100 Front Street W,,,Toronto,M5J 1E3,CA,ON,"['100 Front Street W', 'Toronto, ON M5J 1E3', 'Canada']"
DpMQCYYIa0iqb6aZLr855g,holiday-inn-express-toronto-downtown-toronto,Holiday Inn Express Toronto Downtown,https://s3-media2.fl.yelpcdn.com/bphoto/YVQWTl75p8G7yhKsCIYyYA/o.jpg,False,https://www.yelp.com/biz/holiday-inn-express-toronto-downtown-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,51,hotels,3.0,[],2.0,+14163675555,+1 416-367-5555,3131.796355681417,43.65214,-79.37285,111 Lombard Street,,,Toronto,M5C 2T9,CA,ON,"['111 Lombard Street', 'Toronto, ON M5C 2T9', 'Canada']"
iWxv5qyiMEhuiUozY6limg,the-st-regis-toronto-toronto,The St. Regis Toronto,https://s3-media4.fl.yelpcdn.com/bphoto/bZy66rn3iCHhoynaQFQqDQ/o.jpg,False,https://www.yelp.com/biz/the-st-regis-toronto-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,24,hotels,4.0,[],,+14163065800,+1 416-306-5800,3037.8777760464777,43.64987,-79.3803,325 Bay Street,,,Toronto,M5H 4G3,CA,ON,"['325 Bay Street', 'Toronto, ON M5H 4G3', 'Canada']"
M7FOXsuEuRbwEfxUrNKv5w,sheraton-centre-toronto-hotel-toronto,Sheraton Centre Toronto Hotel,https://s3-media4.fl.yelpcdn.com/bphoto/MG3aLYuDtNZYTJlkdaI6XA/o.jpg,False,https://www.yelp.com/biz/sheraton-centre-toronto-hotel-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,245,hotels,3.0,[],3.0,+14163611000,+1 416-361-1000,2764.5867089612157,43.6514,-79.38312,123 Queen Street W,,,Toronto,M5H 2M9,CA,ON,"['123 Queen Street W', 'Toronto, ON M5H 2M9', 'Canada']"
YqN6cOlehztpqoDY1A2Usg,the-soho-hotel-and-residences-toronto,The SoHo Hotel  & Residences,https://s3-media3.fl.yelpcdn.com/bphoto/AlGqUz6ELhw61tX0i3xJMA/o.jpg,False,https://www.yelp.com/biz/the-soho-hotel-and-residences-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,48,venues,4.5,[],3.0,+14165998800,+1 416-599-8800,3291.6936741832264,43.6448,-79.39219,318 Wellington St W,,,Toronto,M5V 3T4,CA,ON,"['318 Wellington St W', 'Toronto, ON M5V 3T4', 'Canada']"
lI8X6HVdRcyQJTPOQclD-g,hotel-victoria-toronto,Hotel Victoria,https://s3-media1.fl.yelpcdn.com/bphoto/NV-AEXnqSyJXYXXPsSUq5g/o.jpg,False,https://www.yelp.com/biz/hotel-victoria-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,47,guesthouses,4.0,[],2.0,+14163631666,+1 416-363-1666,3284.71667957944,43.64813,-79.37778,56 Yonge St,,,Toronto,M5E 1G5,CA,ON,"['56 Yonge St', 'Toronto, ON M5E 1G5', 'Canada']"
TutiDI3FwPv7BcBtVBkLmA,toronto-downtown-hilton-garden-inn-toronto,Toronto Downtown Hilton Garden Inn,https://s3-media1.fl.yelpcdn.com/bphoto/CtrIIxVhkOpiCYPgJtp7mQ/o.jpg,False,https://www.yelp.com/biz/toronto-downtown-hilton-garden-inn-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,57,bedbreakfast,3.0,[],2.0,+14165939200,+1 416-593-9200,3047.201036524041,43.647000953869934,-79.3932329,92 Peter Street,,,Toronto,M5V 2G5,CA,ON,"['92 Peter Street', 'Toronto, ON M5V 2G5', 'Canada']"
jPsYewglXykobaR7F14Ykw,the-broadview-hotel-toronto,The Broadview Hotel,https://s3-media3.fl.yelpcdn.com/bphoto/VkiZ7OoRQLtMpiHeypOK0w/o.jpg,False,https://www.yelp.com/biz/the-broadview-hotel-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,141,hotels,3.0,[],3.0,+14163628439,+1 416-362-8439,4119.781466231472,43.65906,-79.35003,106 Broadview Ave,,,Toronto,M4M 2G1,CA,ON,"['106 Broadview Ave', 'Toronto, ON M4M 2G1', 'Canada']"
sGAbBm8eX6DY5R5S2NSy6g,shangri-la-hotel-toronto,Shangri-La Hotel,https://s3-media4.fl.yelpcdn.com/bphoto/tL0DTUUVbEdPgZ9xr1aeWw/o.jpg,False,https://www.yelp.com/biz/shangri-la-hotel-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,153,hotels,4.0,[],4.0,+16477888888,+1 647-788-8888,2921.097557812486,43.64917918308374,-79.38611564321607,188 University Avenue,,,Toronto,M5H 0A3,CA,ON,"['188 University Avenue', 'Toronto, ON M5H 0A3', 'Canada']"
JmZj7wzAJ7_4ksjG9WXdqw,gladstone-house-toronto,Gladstone House,https://s3-media2.fl.yelpcdn.com/bphoto/JwB8Tamm0RGAwlUXX-bXEg/o.jpg,False,https://www.yelp.com/biz/gladstone-house-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,203,venues,3.5,[],2.0,+14165314635,+1 416-531-4635,4263.277742241354,43.6426812337086,-79.4268306344748,1214 Queen Street W,,,Toronto,M6J 1J6,CA,ON,"['1214 Queen Street W', 'Toronto, ON M6J 1J6', 'Canada']"
L1iwj3Cy82H1-YDG0b-bDw,annex-hotel-toronto,Annex Hotel,https://s3-media3.fl.yelpcdn.com/bphoto/rzAh8U5zEn9e-S1rml_8xA/o.jpg,False,https://www.yelp.com/biz/annex-hotel-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,11,hotels,4.5,[],,+16472771179,+1 647-277-1179,1313.5203984117566,43.66549,-79.40756,296 Brunswick Avenue,,,Toronto,M5S 2M7,CA,ON,"['296 Brunswick Avenue', 'Toronto, ON M5S 2M7', 'Canada']"
upZ9FEpOh1Pr_GY-rUh0vw,the-beverley-hotel-toronto-3,The Beverley Hotel,https://s3-media3.fl.yelpcdn.com/bphoto/X71sL7c5GdWKvjExuuVb2g/o.jpg,False,https://www.yelp.com/biz/the-beverley-hotel-toronto-3?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,20,hotels,3.5,[],2.0,+14164932786,+1 416-493-2786,2788.888917381984,43.6494377,-79.3920668,335 Queen Street W,,,Toronto,M5V 2A1,CA,ON,"['335 Queen Street W', 'Toronto, ON M5V 2A1', 'Canada']"
sex6Cs8XcyriGxtk2PrX7w,marriott-downtown-at-cf-toronto-eaton-centre-toronto,Marriott Downtown at CF Toronto Eaton Centre,https://s3-media4.fl.yelpcdn.com/bphoto/HgOK7UtTXkX2EyiydLDLPg/o.jpg,False,https://www.yelp.com/biz/marriott-downtown-at-cf-toronto-eaton-centre-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,85,hotels,4.0,[],3.0,+14165979200,+1 416-597-9200,2463.481411167707,43.654728444284,-79.3824216350913,525 Bay Street,,,Toronto,M5G 2L2,CA,ON,"['525 Bay Street', 'Toronto, ON M5G 2L2', 'Canada']"
ixZN7LbSCCumG2kEcpZztQ,hotel-delilah-toronto-2,Hotel Delilah,https://s3-media2.fl.yelpcdn.com/bphoto/ZkFilVrxu1_9cX_7JIDc9w/o.jpg,False,https://www.yelp.com/biz/hotel-delilah-toronto-2?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,5,hotels,4.5,[],,+14168974125,+1 416-897-4125,4848.647541629233,43.66912,-79.33694,1036 Gerrard Street E,,,Toronto,M4M 1Z5,CA,ON,"['1036 Gerrard Street E', 'Toronto, ON M4M 1Z5', 'Canada']"
F_NEem8hvjH1O1QLSsv0zA,avalon-suites-yorkville-toronto,Avalon Suites Yorkville,,False,https://www.yelp.com/biz/avalon-suites-yorkville-toronto?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,3,hotels,2.0,[],,+14167311372,+1 416-731-1372,477.3996394094903,43.67027,-79.39435,155 Yorkville Avenue,,,Toronto,M5R 0B4,CA,ON,"['155 Yorkville Avenue', 'Toronto, ON M5R 0B4', 'Canada']"
sIGImZh_yPeGFCpJSZhPQA,cambridge-suites-toronto-toronto-2,Cambridge Suites Toronto,https://s3-media3.fl.yelpcdn.com/bphoto/-NwPyAz85VntWNnlRfUSDg/o.jpg,False,https://www.yelp.com/biz/cambridge-suites-toronto-toronto-2?adjust_creative=2UZ2oPtSQaFl4RZKcxZVMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=2UZ2oPtSQaFl4RZKcxZVMw,96,hotels,3.5,[],2.0,+14163681990,+1 416-368-1990,2935.9521193305263,43.65168,-79.37809,15 Richmond ST E,,,Toronto,M5C 1N2,CA,ON,"['15 Richmond ST E', 'Toronto, ON M5C 1N2', 'Canada']"
